Satellite,Date,Location,NDVI,SMI
AMSR-E,01/04/21,Kurnool,8.320924044,0.088487864
AMSR-E,01/05/24,Dharmapuri,16.27795959,10.94220257
SMAP,01/04/19,Anantapur,99.42370081,198.8769789
Landsat,01/07/23,Vijayapura,13.65185714,12.19936323
AMSR-E,01/07/20,Mahbubnagar,53.67300916,100.9577506
Sentinel-2,01/06/20,Anantapur,77.34751654,160.5246015
AMSR-E,01/09/20,Sivaganga,58.66476965,114.4340744
SMAP,01/02/22,Palakkad,77.14154768,159.9419415
MODIS,01/02/21,Vijayapura,45.59990954,93.49146438
AMSR-E,01/07/24,Raichur,26.98080468,35.3277719
AMSR-E,01/04/21,Idukki,33.5473094,51.61882424
Sentinel-2,01/03/19,Mahbubnagar,67.3411746,135.4602244
SMAP,01/06/24,Sivaganga,127.6862204,231.3499489
AMSR-E,01/08/19,Chitradurga,114.9715333,246.0328729
Landsat,01/09/22,Kurnool,178.6685297,254.5144026
MODIS,01/07/22,Ramanathapuram,8.472504616,1.037749767
MODIS,01/07/20,Raichur,1.72841835,2.395029545
Sentinel-2,01/11/20,Idukki,68.48562098,137.6902058
Landsat,01/05/24,Sivaganga,92.24125338,193.9883747
SMAP,01/11/23,Kadapa,81.45246959,163.9830129
AMSR-E,01/10/23,Dharmapuri,38.36945057,63.58105588
MODIS,01/07/19,Koppal,66.65891862,133.711437
MODIS,01/06/24,Idukki,107.959492,236.5771792
Landsat,01/01/22,Ramanathapuram,125.0668836,245.5724778
MODIS,01/05/20,Sivaganga,44.66861033,79.34226871
Landsat,01/12/24,Vijayapura,78.56610823,162.8184731
SMAP,01/11/20,Palakkad,22.38406539,23.75789952
MODIS,01/08/23,Idukki,8.71807766,1.601002455
Landsat,01/08/21,Idukki,159.1397738,254.8845139
AMSR-E,01/09/21,Kurnool,81.38267684,171.0462651
Sentinel-2,01/12/23,Ramanathapuram,28.33661366,38.44345164
MODIS,01/10/21,Raichur,0.403470516,0.202511311
SMAP,01/12/19,Idukki,127.0257545,254.9697356
AMSR-E,01/01/19,Vijayapura,48.02087975,100.540576
AMSR-E,01/01/24,Ramanathapuram,66.52814746,133.3664067
AMSR-E,01/07/20,Chitradurga,61.58490539,121.6791229
MODIS,01/09/19,Vijayapura,18.8744092,14.99078274
Sentinel-2,01/04/23,Sivaganga,29.82724452,42.29630733
MODIS,01/08/21,Ramanathapuram,11.99533176,3.896655321
Landsat,01/09/22,Sivaganga,93.3364799,199.048558
Landsat,01/03/20,Chitradurga,11.7689333,2.571642399
Sentinel-2,01/07/19,Raichur,71.97342253,147.6309311
SMAP,01/02/22,Mahbubnagar,42.41201544,73.74378371
Landsat,01/11/23,Palakkad,50.94422054,95.095752
SMAP,01/01/24,Dharmapuri,130.4486263,254.9976754
Landsat,01/09/22,Vijayapura,153.6218214,247.0917227
AMSR-E,01/04/20,Vijayapura,27.4371922,36.42659903
AMSR-E,01/11/22,Idukki,128.5011377,254.9969823
SMAP,01/02/23,Kurnool,36.65605617,59.43438196
SMAP,01/03/19,Kadapa,80.87232971,166.2716703
Landsat,01/03/19,Kurnool,65.43283582,131.2289248
MODIS,01/07/23,Anantapur,60.97525096,117.5015559
SMAP,01/03/19,Palakkad,100.2160556,204.3156569
Sentinel-2,01/04/23,Idukki,23.30633664,25.99464679
SMAP,01/12/23,Ramanathapuram,28.33661366,38.44345164
AMSR-E,01/08/19,Mahbubnagar,135.0846486,254.8793068
Landsat,01/04/22,Kurnool,108.7683811,239.4866486
Sentinel-2,01/03/19,Chitradurga,84.28963947,174.1998124
SMAP,01/08/20,Koppal,100.6083112,216.1140125
SMAP,01/04/20,Kadapa,33.62370229,51.82963729
Landsat,01/02/21,Palakkad,101.8234282,207.0945935
MODIS,01/12/23,Kurnool,51.98891163,97.10336852
Landsat,01/09/20,Chitradurga,46.69808531,83.25112867
MODIS,01/04/19,Ramanathapuram,15.54078698,8.060195446
Sentinel-2,01/02/20,Kurnool,99.10031796,207.0792766
SMAP,01/08/22,Mahbubnagar,61.03304982,120.0713863
AMSR-E,01/12/20,Kadapa,178.0139771,252.9564877
SMAP,01/02/23,Dharmapuri,38.66163588,64.48947477
SMAP,01/07/22,Idukki,172.1867871,254.9677122
Sentinel-2,01/09/19,Vijayapura,18.8744092,14.99078274
SMAP,01/03/24,Kurnool,48.59879231,89.22200894
MODIS,01/11/22,Sivaganga,61.32060266,120.8859088
Sentinel-2,01/06/20,Mahbubnagar,29.60837793,41.7264235
Landsat,01/02/19,Ramanathapuram,7.318805933,0.327871323
AMSR-E,01/12/20,Vijayapura,36.82525754,67.55721807
Sentinel-2,01/07/21,Kadapa,156.6772013,242.5311911
MODIS,01/08/22,Kurnool,128.167717,254.9877818
SMAP,01/12/21,Chitradurga,47.92238092,87.34799266
AMSR-E,01/11/22,Raichur,13.73540068,6.004303455
AMSR-E,01/02/19,Mahbubnagar,111.6961741,227.2890072
AMSR-E,01/03/20,Idukki,59.83946705,120.0218806
Sentinel-2,01/09/19,Chitradurga,19.09954476,15.59983993
SMAP,01/02/23,Sivaganga,88.2224052,186.4257441
MODIS,01/07/21,Koppal,46.62516665,83.17868471
Landsat,01/05/22,Palakkad,57.34999609,111.0534172
Landsat,01/07/23,Koppal,26.10693121,32.55912566
AMSR-E,01/09/24,Kadapa,29.32405019,41.05702591
AMSR-E,01/05/24,Koppal,13.54622078,4.713387489
AMSR-E,01/04/19,Idukki,45.89356089,85.66819763
Landsat,01/05/20,Dharmapuri,39.83220148,67.32472062
AMSR-E,01/08/22,Dharmapuri,75.76236844,153.596348
Landsat,01/06/19,Mahbubnagar,75.14595246,155.0689285
MODIS,01/10/20,Mahbubnagar,157.5256879,254.7113936
Landsat,01/12/20,Ramanathapuram,56.26456022,108.4630408
Landsat,01/08/23,Palakkad,37.67001009,61.79388332
Landsat,01/06/20,Raichur,34.6672523,54.29861975
Landsat,01/01/23,Sivaganga,126.9200249,254.9583974
AMSR-E,01/03/22,Anantapur,96.2542603,196.3713233
Sentinel-2,01/12/22,Anantapur,130.8585584,254.9411805
AMSR-E,01/06/23,Dharmapuri,38.13883376,63.07823992
AMSR-E,01/11/24,Sivaganga,53.03258705,100.3330355
Landsat,01/04/24,Vijayapura,102.5904779,202.0252793
Sentinel-2,01/01/21,Ramanathapuram,24.22953773,28.22728848
Sentinel-2,01/02/21,Vijayapura,45.59990954,93.49146438
Sentinel-2,01/06/20,Chitradurga,77.93420625,159.9680641
AMSR-E,01/07/23,Kadapa,67.80621719,135.3165114
Landsat,01/11/21,Raichur,26.13477731,33.31164885
SMAP,01/05/21,Palakkad,46.54397035,83.82808042
AMSR-E,01/06/23,Raichur,1.480649948,0.464887142
MODIS,01/01/19,Sivaganga,130.1804168,254.98579
Landsat,01/05/24,Kadapa,103.1818304,214.2312174
SMAP,01/12/21,Idukki,144.1124003,248.7706814
SMAP,01/08/22,Chitradurga,99.51478767,207.1077602
Landsat,01/08/19,Idukki,150.0750909,252.2461748
Landsat,01/09/24,Koppal,61.1503408,120.7530689
Landsat,01/04/19,Palakkad,20.6130867,19.3038249
Landsat,01/09/20,Mahbubnagar,129.4707768,254.9903333
Sentinel-2,01/12/22,Kadapa,37.25426984,60.69662333
SMAP,01/08/20,Palakkad,99.5186789,214.1133487
AMSR-E,01/05/23,Ramanathapuram,35.73032379,57.00722694
MODIS,01/03/24,Anantapur,9.742544174,0.856056213
MODIS,01/02/19,Kurnool,58.6049087,114.3257627
MODIS,01/10/20,Chitradurga,50.47946477,93.19934678
MODIS,01/12/22,Koppal,127.9149039,254.9856596
Landsat,01/12/20,Koppal,41.71092105,72.05892444
Landsat,01/06/19,Chitradurga,45.81946731,81.86425185
Landsat,01/03/20,Anantapur,101.1386223,207.0889459
Landsat,01/11/23,Vijayapura,26.17342186,33.23026538
AMSR-E,01/01/21,Sivaganga,121.4749663,254.7939041
Sentinel-2,01/10/21,Sivaganga,142.1151896,254.2856977
MODIS,01/05/22,Kurnool,107.1321001,223.1388338
SMAP,01/01/21,Ramanathapuram,24.22953773,28.22728848
Sentinel-2,01/03/22,Idukki,3.857799053,0.084993839
Sentinel-2,01/09/19,Mahbubnagar,53.37056279,101.2156942
Sentinel-2,01/02/19,Anantapur,110.7928557,212.8824632
Landsat,01/12/24,Kurnool,89.80073357,191.5788765
AMSR-E,01/02/19,Chitradurga,77.85399628,159.6650932
SMAP,01/03/21,Kadapa,12.77073693,3.445725679
SMAP,01/12/21,Mahbubnagar,125.1152065,238.7469213
Landsat,01/12/20,Vijayapura,36.82525754,67.55721807
SMAP,01/02/19,Palakkad,79.49200988,162.3185532
MODIS,01/08/19,Dharmapuri,97.13324714,206.2248914
SMAP,01/12/23,Kurnool,51.98891163,97.10336852
AMSR-E,01/03/20,Kurnool,19.22157502,16.76088071
MODIS,01/03/24,Mahbubnagar,93.54305553,190.7944086
Landsat,01/11/24,Ramanathapuram,6.110051394,1.393075943
Landsat,01/03/21,Palakkad,73.43279386,150.9617624
MODIS,01/02/23,Anantapur,8.679071426,0.454025984
Sentinel-2,01/02/22,Koppal,102.9462235,213.8490944
MODIS,01/03/24,Kurnool,48.59879231,89.22200894
SMAP,01/11/22,Anantapur,14.11267138,6.026083231
Landsat,01/01/22,Mahbubnagar,49.68156385,91.86527276
Sentinel-2,01/10/22,Raichur,57.94348884,112.2866137
SMAP,01/08/22,Kurnool,128.167717,254.9877818
Sentinel-2,01/01/22,Vijayapura,86.95962715,180.1659181
MODIS,01/02/22,Kadapa,79.00554562,165.2357898
AMSR-E,01/09/24,Ramanathapuram,21.35622168,42.66343498
Landsat,01/08/22,Dharmapuri,75.76236844,153.596348
AMSR-E,01/05/20,Dharmapuri,39.83220148,67.32472062
Landsat,01/02/20,Kadapa,7.741117716,0.211652279
MODIS,01/02/21,Mahbubnagar,54.34376907,103.8167629
Sentinel-2,01/01/23,Sivaganga,126.9200249,254.9583974
Landsat,01/06/21,Ramanathapuram,28.26377463,56.406147
AMSR-E,01/10/23,Sivaganga,51.20203137,95.07525396
Landsat,01/12/22,Anantapur,130.8585584,254.9411805
AMSR-E,01/05/22,Mahbubnagar,63.45175457,125.4838786
Landsat,01/10/23,Palakkad,125.361043,254.6437964
Landsat,01/05/19,Kadapa,18.06794739,13.9663341
Landsat,01/09/19,Koppal,12.41378331,5.906928539
Landsat,01/08/24,Idukki,158.9461474,253.3507733
SMAP,01/04/19,Dharmapuri,101.6485791,213.0743718
MODIS,01/06/21,Idukki,16.06893635,8.636265278
Landsat,01/06/23,Idukki,29.6745553,41.72048879
AMSR-E,01/02/20,Koppal,76.57939053,158.3070469
MODIS,01/03/24,Chitradurga,16.36713696,10.18491149
SMAP,01/10/20,Palakkad,64.58643866,129.1483004
MODIS,01/03/21,Dharmapuri,69.21964002,138.8673882
Sentinel-2,01/07/23,Raichur,20.24017715,18.50825572
Landsat,01/09/22,Ramanathapuram,131.1009791,254.9896033
SMAP,01/05/19,Ramanathapuram,18.50662518,34.43100095
Landsat,01/06/23,Dharmapuri,38.13883376,63.07823992
SMAP,01/03/24,Sivaganga,23.82581162,27.19824862
AMSR-E,01/09/19,Kadapa,39.17435193,65.55086422
AMSR-E,01/04/24,Vijayapura,102.5904779,202.0252793
AMSR-E,01/04/24,Idukki,32.18880701,48.01218605
AMSR-E,01/05/19,Koppal,10.39867926,1.273719072
Sentinel-2,01/03/20,Anantapur,101.1386223,207.0889459
AMSR-E,01/12/20,Anantapur,10.16026354,1.255560875
SMAP,01/01/20,Dharmapuri,129.4321048,254.9786522
Landsat,01/10/21,Sivaganga,142.1151896,254.2856977
Landsat,01/03/23,Kurnool,84.50428128,175.899545
AMSR-E,01/11/22,Ramanathapuram,44.35528564,78.79572439
SMAP,01/02/19,Kurnool,58.6049087,114.3257627
AMSR-E,01/05/22,Chitradurga,76.19299126,157.8962357
MODIS,01/02/21,Chitradurga,54.9120214,105.1031127
Sentinel-2,01/05/19,Ramanathapuram,18.50662518,34.43100095
SMAP,01/01/19,Anantapur,91.47629189,190.2872243
SMAP,01/03/22,Palakkad,13.05498838,3.683761835
AMSR-E,01/11/23,Vijayapura,26.17342186,33.23026538
Landsat,01/01/22,Chitradurga,50.37098384,93.17716861
SMAP,01/05/22,Kurnool,107.1321001,223.1388338
SMAP,01/06/22,Koppal,18.99476051,34.11341906
Landsat,01/02/19,Anantapur,110.7928557,212.8824632
SMAP,01/05/20,Anantapur,79.54541302,165.3403583
Landsat,01/11/21,Mahbubnagar,32.01887679,47.78021622
SMAP,01/03/24,Kadapa,14.06810689,4.509957075
Sentinel-2,01/03/21,Dharmapuri,69.21964002,138.8673882
Landsat,01/05/24,Dharmapuri,16.27795959,10.94220257
AMSR-E,01/07/23,Vijayapura,13.65185714,12.19936323
SMAP,01/10/23,Chitradurga,53.90166688,102.4125404
AMSR-E,01/08/19,Sivaganga,108.5715008,216.5942981
Sentinel-2,01/07/19,Anantapur,62.13386202,122.7370574
MODIS,01/12/19,Kurnool,20.48272204,18.87391925
AMSR-E,01/10/22,Koppal,44.35794687,78.63040066
Landsat,01/06/20,Anantapur,77.34751654,160.5246015
SMAP,01/09/20,Idukki,52.8439188,99.74459815
Sentinel-2,01/05/21,Kurnool,28.0339756,37.78228998
Landsat,01/02/24,Kurnool,28.02592897,37.84679842
MODIS,01/12/22,Mahbubnagar,33.96554255,52.54336596
SMAP,01/05/19,Chitradurga,95.54879189,197.5266209
AMSR-E,01/04/21,Sivaganga,46.09083056,82.91960335
SMAP,01/09/21,Ramanathapuram,64.21013093,128.0316978
MODIS,01/06/24,Anantapur,24.60364819,29.36244082
Sentinel-2,01/05/23,Koppal,11.83581901,2.776955128
MODIS,01/09/24,Chitradurga,91.44676971,193.0639272
Sentinel-2,01/09/23,Kadapa,37.06873941,60.29557109
Landsat,01/10/24,Mahbubnagar,13.29124856,3.881085396
Landsat,01/10/23,Dharmapuri,38.36945057,63.58105588
Sentinel-2,01/06/24,Raichur,18.73137999,15.68811965
Landsat,01/01/21,Raichur,0.796085119,0.058611155
AMSR-E,01/12/24,Vijayapura,78.56610823,162.8184731
SMAP,01/04/21,Palakkad,50.32859468,93.51542425
MODIS,01/04/19,Sivaganga,12.06472254,3.23026228
MODIS,01/09/23,Koppal,48.59092879,89.17242432
Sentinel-2,01/09/21,Ramanathapuram,64.21013093,128.0316978
Landsat,01/09/21,Koppal,44.3511579,78.63745451
SMAP,01/12/24,Idukki,5.88757062,0.391181946
Landsat,01/05/21,Kadapa,89.21804643,187.0395293
MODIS,01/05/23,Kadapa,22.47284603,23.88808489
SMAP,01/09/20,Palakkad,216.058964,254.9751697
MODIS,01/08/21,Sivaganga,59.06519532,115.3465509
Sentinel-2,01/04/22,Mahbubnagar,96.5343411,199.3800833
Landsat,01/05/19,Palakkad,50.31939626,93.2336657
SMAP,01/07/20,Raichur,1.72841835,2.395029545
SMAP,01/12/19,Dharmapuri,32.0838964,47.91960287
Sentinel-2,01/05/24,Sivaganga,92.24125338,193.9883747
MODIS,01/08/21,Chitradurga,55.87340474,107.2205682
Landsat,01/04/23,Sivaganga,29.82724452,42.29630733
MODIS,01/09/24,Mahbubnagar,68.38321233,137.802135
SMAP,01/03/23,Vijayapura,48.82214546,97.57686114
Landsat,01/01/22,Idukki,128.0091546,254.987812
MODIS,01/01/20,Idukki,16.24143529,9.598294973
Landsat,01/04/22,Palakkad,53.89721465,102.428622
Sentinel-2,01/08/21,Kurnool,95.62704062,206.2700102
Sentinel-2,01/09/22,Sivaganga,93.3364799,199.048558
AMSR-E,01/06/22,Anantapur,24.43438268,28.74650526
Sentinel-2,01/06/22,Ramanathapuram,11.69000125,3.586014986
AMSR-E,01/05/21,Koppal,35.23238397,72.88980842
AMSR-E,01/09/21,Kadapa,77.282655,160.6981552
SMAP,01/10/21,Raichur,0.403470516,0.202511311
MODIS,01/12/22,Chitradurga,68.38715076,138.0722015
SMAP,01/05/19,Mahbubnagar,64.35743809,127.2769742
AMSR-E,01/12/19,Ramanathapuram,194.1062243,254.9406104
AMSR-E,01/01/22,Raichur,21.14704466,20.48890591
SMAP,01/07/23,Sivaganga,46.56665516,83.79866934
SMAP,01/10/23,Mahbubnagar,183.9000528,254.7461636
Landsat,01/09/23,Palakkad,47.324476,85.92111063
MODIS,01/06/19,Idukki,17.27688456,17.33532476
MODIS,01/07/24,Koppal,60.3021462,117.8166351
Landsat,01/01/19,Vijayapura,48.02087975,100.540576
Sentinel-2,01/10/20,Koppal,27.29061174,35.61714268
Sentinel-2,01/08/19,Dharmapuri,97.13324714,206.2248914
AMSR-E,01/06/19,Raichur,81.08669281,170.4545286
Landsat,01/11/21,Chitradurga,97.32087183,210.5826406
MODIS,01/08/21,Mahbubnagar,130.029129,242.8879328
Sentinel-2,01/07/24,Kadapa,11.33082962,1.725530624
Sentinel-2,01/12/20,Kurnool,38.94117975,65.05671382
Landsat,01/10/22,Kadapa,54.11955309,102.9012709
Sentinel-2,01/04/22,Chitradurga,98.01213861,203.6914222
MODIS,01/10/20,Kadapa,87.53351903,185.1983471
Landsat,01/12/24,Palakkad,129.7656443,254.9969406
MODIS,01/02/23,Kurnool,36.65605617,59.43438196
AMSR-E,01/02/20,Ramanathapuram,38.2577877,62.82426524
MODIS,01/01/22,Vijayapura,86.95962715,180.1659181
Landsat,01/04/20,Vijayapura,27.4371922,36.42659903
AMSR-E,01/09/22,Vijayapura,153.6218214,247.0917227
Landsat,01/10/24,Chitradurga,91.44676971,193.0639272
SMAP,01/01/23,Koppal,25.64911222,31.56380463
SMAP,01/06/22,Ramanathapuram,11.69000125,3.586014986
AMSR-E,01/07/19,Sivaganga,79.5762527,166.3044808
Sentinel-2,01/08/19,Anantapur,53.53533864,101.4649827
Sentinel-2,01/10/23,Dharmapuri,38.36945057,63.58105588
Sentinel-2,01/10/23,Kadapa,68.6026299,139.0393915
Landsat,01/06/19,Palakkad,24.28924274,28.5490644
MODIS,01/12/19,Mahbubnagar,19.08486962,15.5670929
SMAP,01/05/22,Chitradurga,76.19299126,157.8962357
MODIS,01/02/24,Ramanathapuram,4.244573832,1.219682932
Landsat,01/04/20,Mahbubnagar,11.11392069,1.716531754
SMAP,01/01/21,Kurnool,62.48173189,123.3221028
SMAP,01/10/20,Idukki,50.06579542,92.78132892
MODIS,01/09/22,Raichur,135.994344,254.9525726
AMSR-E,01/10/22,Kurnool,135.819773,254.9977143
AMSR-E,01/05/22,Kadapa,124.68609,238.937052
SMAP,01/07/21,Palakkad,151.1485777,254.9913461
SMAP,01/04/22,Dharmapuri,26.10212517,33.30462861
AMSR-E,01/09/22,Koppal,107.8485639,233.4921625
MODIS,01/09/24,Anantapur,55.27214456,105.7869158
Landsat,01/07/20,Kurnool,62.71714926,122.7826922
Landsat,01/04/24,Ramanathapuram,20.78401804,19.5771935
Sentinel-2,01/04/21,Anantapur,70.09408307,142.1900213
Landsat,01/09/20,Anantapur,11.91640329,3.517219305
MODIS,01/07/23,Mahbubnagar,37.79553437,62.16178322
MODIS,01/06/23,Dharmapuri,38.13883376,63.07823992
Sentinel-2,01/04/19,Mahbubnagar,99.98212361,204.5022717
Sentinel-2,01/03/20,Raichur,28.95064569,40.08677268
SMAP,01/01/20,Kadapa,69.0742979,140.3273973
Sentinel-2,01/05/24,Dharmapuri,16.27795959,10.94220257
Sentinel-2,01/01/23,Idukki,71.30902839,145.766145
Landsat,01/03/21,Dharmapuri,69.21964002,138.8673882
Landsat,01/10/21,Koppal,99.83390903,217.0230494
SMAP,01/06/19,Kadapa,51.60659218,96.72900128
MODIS,01/10/23,Koppal,63.65684509,126.7289844
AMSR-E,01/05/24,Anantapur,19.32238245,17.13531518
SMAP,01/02/24,Raichur,4.734808683,7.756639957
Sentinel-2,01/11/23,Mahbubnagar,73.76936555,152.0368218
MODIS,01/07/21,Sivaganga,46.11546731,82.80470181
MODIS,01/07/23,Chitradurga,49.36004496,91.13109779
Sentinel-2,01/05/20,Kadapa,35.71260333,57.00107312
Sentinel-2,01/09/20,Koppal,166.825053,254.5062277
SMAP,01/10/21,Vijayapura,46.92262006,85.03920197
SMAP,01/05/23,Idukki,33.97363758,52.51445413
MODIS,01/12/24,Kadapa,106.3391292,227.7985752
Sentinel-2,01/06/22,Sivaganga,33.2856319,50.97295475
AMSR-E,01/09/22,Anantapur,39.81896687,66.95838141
MODIS,01/03/19,Raichur,18.76811266,39.16523385
Sentinel-2,01/02/19,Kadapa,27.3701911,36.3095088
SMAP,01/10/19,Ramanathapuram,131.2984393,243.8314912
MODIS,01/08/22,Dharmapuri,75.76236844,153.596348
Landsat,01/04/20,Chitradurga,39.31233859,65.95881224
AMSR-E,01/10/21,Kadapa,47.0613966,84.38659668
MODIS,01/12/19,Chitradurga,126.7774615,254.9896722
SMAP,01/05/22,Mahbubnagar,63.45175457,125.4838786
Landsat,01/11/24,Palakkad,71.88388515,147.278383
Sentinel-2,01/04/20,Vijayapura,27.4371922,36.42659903
SMAP,01/08/23,Sivaganga,35.18678188,55.65948987
MODIS,01/04/22,Raichur,8.418182135,14.52870345
MODIS,01/02/19,Koppal,25.83867073,49.3922627
MODIS,01/03/24,Idukki,8.587894201,0.172441244
AMSR-E,01/04/22,Ramanathapuram,5.730243683,1.486718655
Sentinel-2,01/11/23,Chitradurga,12.49468064,3.515169382
Landsat,01/10/21,Kurnool,34.36360788,53.50797153
Sentinel-2,01/10/19,Ramanathapuram,131.2984393,243.8314912
MODIS,01/05/22,Anantapur,97.84209776,203.191514
Landsat,01/07/22,Palakkad,133.4930394,249.2381768
MODIS,01/09/20,Kadapa,16.39425278,9.614170313
Landsat,01/09/22,Kadapa,22.52282381,24.10108089
Landsat,01/05/22,Koppal,40.82299614,84.88514709
MODIS,01/05/20,Koppal,30.14182782,61.97367406
Sentinel-2,01/12/24,Koppal,24.88646507,50.74664235
Sentinel-2,01/01/19,Vijayapura,48.02087975,100.540576
MODIS,01/12/20,Vijayapura,36.82525754,67.55721807
Sentinel-2,01/04/19,Chitradurga,64.78815961,129.4449408
AMSR-E,01/07/23,Kurnool,108.4958971,205.565804
Landsat,01/08/19,Dharmapuri,97.13324714,206.2248914
AMSR-E,01/01/21,Idukki,127.6487305,253.2854247
MODIS,01/04/20,Vijayapura,27.4371922,36.42659903
Landsat,01/08/22,Raichur,130.8012006,254.9968746
Landsat,01/01/22,Vijayapura,86.95962715,180.1659181
AMSR-E,01/06/24,Kurnool,35.5033617,56.51800084
Sentinel-2,01/08/22,Dharmapuri,75.76236844,153.596348
AMSR-E,01/02/23,Kadapa,8.055768728,0.235598803
Sentinel-2,01/01/20,Mahbubnagar,72.63944387,149.0802464
MODIS,01/06/20,Kurnool,62.32066345,122.9925127
Sentinel-2,01/12/20,Vijayapura,36.82525754,67.55721807
MODIS,01/01/19,Vijayapura,48.02087975,100.540576
AMSR-E,01/05/19,Mahbubnagar,64.35743809,127.2769742
Landsat,01/12/23,Raichur,6.319948912,12.26049018
Landsat,01/10/19,Koppal,41.18660402,69.9499979
SMAP,01/06/21,Kadapa,8.573401213,0.670560122
Landsat,01/11/24,Idukki,11.4452517,3.91487956
AMSR-E,01/09/19,Vijayapura,18.8744092,14.99078274
Sentinel-2,01/06/22,Idukki,53.26482344,100.9787531
MODIS,01/06/23,Ramanathapuram,68.68878055,139.0624335
SMAP,01/06/21,Vijayapura,69.9905448,142.3671222
SMAP,01/09/24,Dharmapuri,59.95386624,117.5381906
Landsat,01/01/19,Mahbubnagar,143.7772269,245.0050647
SMAP,01/01/19,Palakkad,91.83687305,190.0659921
Landsat,01/08/24,Palakkad,97.32470369,204.3522947
Landsat,01/03/22,Sivaganga,130.8836448,254.9936206
AMSR-E,01/05/21,Raichur,22.05787325,23.08208847
AMSR-E,01/10/23,Mahbubnagar,183.9000528,254.7461636
AMSR-E,01/01/23,Anantapur,8.136702538,0.329658747
Sentinel-2,01/10/23,Anantapur,99.31497383,215.9864621
AMSR-E,01/10/19,Kadapa,18.77373147,14.77686977
Landsat,01/11/24,Anantapur,15.63372159,9.442385674
Landsat,01/02/19,Raichur,22.43648744,46.34245133
Sentinel-2,01/02/21,Kadapa,5.854151487,0.033978939
AMSR-E,01/07/19,Ramanathapuram,21.1906848,37.45193815
SMAP,01/08/20,Vijayapura,15.98064232,20.35307455
Sentinel-2,01/01/20,Chitradurga,131.4288414,254.9955232
SMAP,01/03/23,Raichur,5.176998615,9.437477112
SMAP,01/02/22,Idukki,6.073626757,0.312055588
MODIS,01/11/20,Anantapur,24.18225265,28.21651435
MODIS,01/09/20,Ramanathapuram,95.43148994,192.7371151
AMSR-E,01/12/20,Raichur,1.288466215,2.032655954
SMAP,01/12/24,Anantapur,131.4264822,254.9765921
Landsat,01/05/22,Raichur,50.03586078,92.86768389
MODIS,01/10/23,Dharmapuri,38.36945057,63.58105588
MODIS,01/12/24,Raichur,132.3533971,254.9971044
SMAP,01/10/19,Sivaganga,38.71294665,64.42221045
AMSR-E,01/10/23,Chitradurga,53.90166688,102.4125404
Sentinel-2,01/01/22,Kurnool,131.2211404,254.9948239
Landsat,01/01/21,Anantapur,11.71294069,1.8035748
SMAP,01/12/22,Dharmapuri,67.315377,135.9568691
Landsat,01/01/19,Chitradurga,15.82338691,7.846421003
AMSR-E,01/01/19,Idukki,64.97639632,130.0667167
AMSR-E,01/08/21,Raichur,105.5535007,213.3309259
AMSR-E,01/03/20,Sivaganga,131.0467708,254.9943712
MODIS,01/11/21,Kurnool,52.61898065,99.44734025
Sentinel-2,01/12/20,Sivaganga,183.3503375,254.9848008
MODIS,01/05/24,Dharmapuri,16.27795959,10.94220257
Sentinel-2,01/06/19,Kurnool,54.2872963,103.5104318
MODIS,01/02/21,Koppal,81.63514495,168.9184477
Landsat,01/02/23,Koppal,26.8014431,54.60833669
Sentinel-2,01/06/23,Dharmapuri,38.13883376,63.07823992
SMAP,01/02/21,Anantapur,17.16183424,11.25211048
AMSR-E,01/05/19,Chitradurga,95.54879189,197.5266209
AMSR-E,01/06/20,Idukki,61.32763243,120.7758908
AMSR-E,01/02/21,Vijayapura,45.59990954,93.49146438
Sentinel-2,01/12/21,Koppal,77.10478497,157.0844212
SMAP,01/11/21,Dharmapuri,64.27213025,127.6151435
AMSR-E,01/01/24,Idukki,37.47184467,61.23532438
Sentinel-2,01/07/24,Kurnool,97.28518319,209.700387
AMSR-E,01/07/20,Koppal,56.93147945,109.0949318
AMSR-E,01/01/22,Vijayapura,86.95962715,180.1659181
MODIS,01/04/24,Mahbubnagar,96.24637651,197.9819379
SMAP,01/06/20,Kurnool,62.32066345,122.9925127
Sentinel-2,01/05/20,Dharmapuri,39.83220148,67.32472062
SMAP,01/08/19,Mahbubnagar,135.0846486,254.8793068
Landsat,01/06/22,Palakkad,31.55091906,46.60081363
MODIS,01/03/21,Idukki,75.2936914,154.8161793
MODIS,01/09/22,Vijayapura,153.6218214,247.0917227
SMAP,01/08/20,Ramanathapuram,3.621850729,0.088856936
Landsat,01/03/23,Idukki,34.45902753,53.65703416
Landsat,01/06/22,Mahbubnagar,27.03810835,35.57102799
MODIS,01/12/22,Ramanathapuram,26.81740069,34.51991415
SMAP,01/03/22,Koppal,27.89763927,55.98666954
SMAP,01/07/20,Chitradurga,61.58490539,121.6791229
AMSR-E,01/10/24,Kadapa,155.0838571,242.187619
Sentinel-2,01/08/20,Ramanathapuram,3.621850729,0.088856936
Sentinel-2,01/03/22,Sivaganga,130.8836448,254.9936206
MODIS,01/12/21,Kadapa,129.9777355,254.9667385
Sentinel-2,01/12/24,Mahbubnagar,14.39250731,5.99178791
MODIS,01/05/21,Mahbubnagar,17.62164283,13.20399642
AMSR-E,01/12/22,Sivaganga,67.63032389,136.6622431
Landsat,01/12/23,Kadapa,66.0219276,132.6946549
Landsat,01/09/19,Vijayapura,18.8744092,14.99078274
AMSR-E,01/02/22,Mahbubnagar,42.41201544,73.74378371
